id,sex,bdate,has_photo,has_mobile,followers_count,graduation,education_form,relation,education_status,langs,life_main,people_main,last_seen,occupation_type,career_start,career_end,result
84765,2,19.3.1992,0,1.0,219.0,2015.0,Full-time,1.0,Alumnus (Specialist),Українська,0,2,2020-11-14 14:25:52,university,False,False,0
75287,2,5.5.1988,1,1.0,328.0,2010.0,Full-time,0.0,Alumnus (Specialist),Українська,0,0,2020-04-27 18:44:33,university,False,False,0
84152,1,21.12.1991,1,1.0,110.0,2010.0,Full-time,1.0,Student (Bachelor's),Українська;English,6,6,2020-02-11 16:26:21,university,False,False,1
38254,1,21.9.1991,1,1.0,292.0,0.0,Full-time,0.0,Student (Bachelor's),Українська;English,6,0,2020-07-10 06:06:51,university,False,False,1
94772,1,25.7.1981,0,1.0,241.0,2006.0,Distance Learning,0.0,Alumnus (Specialist),Українська,6,2,2020-07-30 14:12:01,university,False,False,1
86785,1,,1,1.0,122.0,2007.0,Full-time,5.0,Alumnus (Bachelor's),Українська,False,False,2020-12-06 15:26:45,university,False,False,1
59010,1,12.5.1988,0,1.0,406.0,2010.0,Full-time,0.0,Alumnus (Bachelor's),Українська,1,2,2020-01-19 23:12:27,university,2006,2013,0
57425,1,10.5,0,1.0,514.0,2007.0,Full-time,2.0,Alumnus (Specialist),Українська,0,0,2020-05-14 22:30:22,work,2017,False,1
91540,1,10.9,1,1.0,1263.0,2013.0,Full-time,1.0,Alumnus (Specialist),False,0,0,2020-12-13 17:28:36,,False,False,1
76721,1,,1,1.0,45.0,2009.0,Full-time,0.0,Student (Specialist),Українська,6,2,2020-01-02 10:50:32,university,False,False,1
31421,1,,1,1.0,185.0,2007.0,Full-time,4.0,Alumnus (Specialist),Українська,0,1,2020-03-08 00:20:15,university,False,False,1
87836,2,13.9.1990,0,1.0,638.0,2015.0,Distance Learning,0.0,PhD,Українська,6,6,2020-05-22 05:56:14,work,2008,False,0
83716,1,28.1.1990,0,1.0,1327.0,2013.0,Distance Learning,1.0,Student (Specialist),Українська,1,2,2020-06-10 19:20:08,university,False,False,1
11954,1,28.3.1994,0,1.0,23.0,2017.0,,0.0,Alumnus (Bachelor's),Українська;English,1,2,2020-04-04 22:57:46,university,False,False,1
9741,2,26.5.1991,0,1.0,226.0,2016.0,Distance Learning,4.0,Student (Specialist),Українська,0,0,2020-06-01 15:43:22,university,False,False,0
4045,1,10.3,0,1.0,503.0,2012.0,Distance Learning,0.0,Student (Specialist),Українська,0,0,2020-06-02 17:52:58,university,2007,2006,1
35359,2,7.2.1977,1,1.0,6.0,2000.0,Full-time,2.0,Alumnus (Bachelor's),Українська,6,False,2020-10-14 15:02:29,work,2000,False,0
28940,2,18.12.1990,1,1.0,154.0,2014.0,Full-time,1.0,Alumnus (Specialist),Українська;English;Deutsch,6,2,2020-11-23 20:11:16,work,2014,False,0
8710,2,,1,1.0,116.0,2012.0,Full-time,4.0,Alumnus (Specialist),Українська,7,2,2020-05-26 22:19:35,university,False,False,1
42368,1,14.7,0,1.0,1246.0,2006.0,Full-time,4.0,Candidate of Sciences,Українська,0,2,2020-07-20 19:05:38,university,False,False,1
41104,2,11.5.1988,1,1.0,87.0,2010.0,Full-time,1.0,Alumnus (Specialist),Українська;Русский,1,2,2020-08-14 21:27:30,work,2010,False,0
75386,2,26.6,0,1.0,31.0,1979.0,Full-time,0.0,Candidate of Sciences,Українська,False,False,2020-11-03 19:43:59,university,False,False,1
70533,1,,1,1.0,174.0,0.0,,0.0,Alumnus (Specialist),МагӀарул мацӀ,False,False,2020-02-13 09:27:32,university,False,False,1
84332,1,16.5.1965,0,1.0,15.0,1987.0,Full-time,0.0,Alumnus (Master's),False,False,False,2020-08-07 18:31:18,university,False,False,0
74067,2,28.9,1,1.0,199.0,0.0,,0.0,PhD,False,False,False,2020-11-28 15:28:46,university,False,False,1
89827,2,,0,1.0,306.0,0.0,Full-time,4.0,Undergraduate applicant,Українська,1,6,2020-02-24 10:05:22,work,2011,False,0
57777,1,22.9.1996,1,1.0,1429.0,2018.0,Full-time,0.0,Alumnus (Bachelor's),Українська;Français;English,1,6,2020-08-17 03:03:22,university,False,False,1
46561,2,,1,1.0,119.0,0.0,Distance Learning,4.0,Student (Bachelor's),Українська,0,0,2020-09-11 06:00:02,university,False,False,0
61134,1,,0,1.0,280.0,2009.0,Full-time,0.0,Alumnus (Master's),False,0,0,2020-06-24 14:59:18,university,False,False,1
59494,2,20.7.1991,0,1.0,575.0,2014.0,Full-time,4.0,Alumnus (Master's),English,0,0,2020-06-12 02:11:06,university,False,False,1
71551,2,12.9,1,1.0,58.0,2014.0,Full-time,4.0,Student (Specialist),Українська;English;Беларуская,5,2,2020-11-01 18:45:34,university,2013,False,0
84038,1,3.5.1987,1,1.0,393.0,2009.0,Full-time,0.0,Student (Bachelor's),Українська,False,False,2020-06-18 15:46:53,university,False,False,1
4959,2,5.10.1984,1,1.0,249.0,2006.0,Full-time,1.0,Alumnus (Master's),Українська,1,2,2020-01-16 03:50:31,university,False,False,0
24804,2,19.6.1995,1,1.0,491.0,2019.0,Full-time,4.0,Student (Bachelor's),Українська;English,1,2,2020-01-01 21:27:51,university,2011,2021,0
47222,2,,0,1.0,28.0,2005.0,Full-time,0.0,Alumnus (Specialist),Українська,0,0,2020-04-15 10:13:50,work,False,False,0
2386,2,18.4.1977,1,1.0,16.0,2016.0,Distance Learning,4.0,Student (Specialist),Українська,5,0,2020-07-01 09:08:51,university,False,False,0
10399,1,24.11.1954,1,1.0,50.0,1977.0,Full-time,0.0,Alumnus (Bachelor's),Українська,False,False,2020-12-15 13:55:12,university,1983,1991,1
59369,2,9.9,0,1.0,82.0,2003.0,Full-time,0.0,Alumnus (Specialist),Українська;English,0,0,2020-02-09 18:08:31,work,2000,False,1
20478,2,11.12.1987,0,1.0,66.0,2010.0,Full-time,0.0,Alumnus (Specialist),Українська,0,2,2020-06-26 10:16:02,university,False,False,0
52119,2,3.9.1992,1,1.0,525.0,2014.0,Full-time,0.0,Student (Specialist),Українська,2,5,2020-01-27 20:02:48,university,False,False,0
46151,1,,0,1.0,135.0,2017.0,Full-time,0.0,Alumnus (Bachelor's),False,False,False,2020-12-05 07:08:18,work,2017,False,1
37189,2,19.1.1987,1,1.0,133.0,2005.0,Full-time,1.0,Alumnus (Specialist),Українська,0,0,2020-12-02 15:04:48,work,False,False,0
43426,1,20.3,1,1.0,337.0,2012.0,Full-time,4.0,Alumnus (Bachelor's),Українська,0,0,2020-03-22 15:51:22,university,False,False,1
19248,2,1.6.1991,1,1.0,128.0,2016.0,Part-time,4.0,Student (Bachelor's),Українська;English,7,2,2020-12-07 00:39:49,university,False,False,0
11528,1,7.12,1,1.0,177.0,2004.0,Full-time,4.0,Alumnus (Specialist),Українська,0,0,2020-05-01 04:35:40,work,False,False,1
30983,2,,0,1.0,126.0,0.0,Full-time,0.0,Undergraduate applicant,Українська,1,0,2020-02-22 13:17:08,work,False,False,0
51309,1,12.12,1,1.0,887.0,2016.0,Full-time,4.0,Student (Specialist),False,0,0,2020-03-15 16:21:50,university,False,False,1
81235,2,28.7.1992,1,1.0,272.0,2015.0,Full-time,4.0,Alumnus (Specialist),Українська,6,2,2020-12-23 19:02:57,work,2016,False,1
41452,2,9.10.1984,0,1.0,102.0,2001.0,Full-time,4.0,Alumnus (Master's),Українська,False,False,2020-08-20 03:56:14,work,2007,False,0
62437,1,20.4,1,1.0,969.0,2012.0,Full-time,4.0,Alumnus (Specialist),Українська,0,0,2020-06-07 07:02:19,work,2016,False,1
61771,1,15.6.1972,1,0.0,40.0,1994.0,Full-time,0.0,Candidate of Sciences,False,False,False,2020-03-28 03:58:34,university,False,False,1
48440,2,12.7.1985,1,1.0,136.0,2009.0,Full-time,4.0,Alumnus (Master's),Українська,5,5,2020-07-15 04:37:13,work,1985,False,0
80989,1,,1,1.0,257.0,0.0,Full-time,0.0,Alumnus (Specialist),False,0,0,2020-09-15 14:16:58,university,False,False,1
94769,1,18.5.1992,0,1.0,915.0,2013.0,Full-time,4.0,Student (Bachelor's),Українська,0,5,2020-02-18 05:26:03,university,False,False,1
31178,1,24.6.1998,0,1.0,223.0,2018.0,Full-time,2.0,Alumnus (Bachelor's),Українська;English,0,0,2020-07-05 03:09:01,university,False,False,1
39805,1,12.8.1994,1,1.0,203.0,2015.0,Distance Learning,1.0,Student (Bachelor's),Українська,0,0,2020-11-13 19:38:18,work,2013,False,1
47325,2,21.7,0,1.0,604.0,2012.0,Full-time,0.0,Student (Specialist),False,False,False,2020-10-29 11:08:51,work,False,False,0
53439,2,,1,1.0,1294.0,2009.0,Full-time,0.0,Alumnus (Specialist),Українська;Polski,1,2,2020-06-15 03:17:07,university,False,False,0
11638,2,27.5.1993,1,1.0,183.0,2015.0,Full-time,0.0,Student (Bachelor's),Українська;English,3,2,2020-01-09 01:41:24,work,2019,False,0
1750,2,23.4.1957,0,1.0,24.0,1979.0,Full-time,4.0,Alumnus (Specialist),Українська;English,4,6,2020-09-17 14:34:36,university,1979,False,0
1701,2,16.6.1990,1,1.0,221.0,2012.0,Full-time,0.0,Student (Specialist),Українська;English,6,2,2020-08-03 09:08:43,university,False,False,0
21294,2,23.4.1975,0,1.0,317.0,1997.0,Full-time,4.0,Alumnus (Specialist),False,6,False,2020-08-29 22:02:14,university,False,False,0
33376,2,10.11.1990,0,1.0,101.0,2008.0,Full-time,0.0,Alumnus (Specialist),Українська,False,False,2020-08-28 10:34:39,university,2007,2009,0
35966,1,1.2,1,1.0,750.0,0.0,Distance Learning,4.0,Student (Specialist),Українська;English,6,6,2020-07-16 03:16:48,work,False,False,1
82448,2,2.3,0,1.0,165.0,2011.0,,1.0,Student (Specialist),Українська,2,2,2020-02-25 00:42:49,university,False,False,0
47159,2,15.1,1,1.0,165.0,2001.0,Full-time,0.0,Alumnus (Specialist),Українська,False,False,2020-06-26 23:13:00,work,2001,False,1
70482,2,16.12,0,1.0,76.0,2010.0,Full-time,0.0,Student (Specialist),Українська,False,False,2020-11-08 16:26:47,university,False,False,1
2721,2,10.12.1992,0,1.0,135.0,0.0,Full-time,0.0,Student (Bachelor's),Українська,False,False,2020-02-27 08:11:15,work,2013,False,0
49180,1,23.5.1993,0,1.0,675.0,2015.0,Full-time,4.0,Student (Bachelor's),Українська,1,2,2020-07-01 06:42:19,university,False,False,1
5092,1,5.2,0,1.0,5668.0,2016.0,Full-time,1.0,Alumnus (Bachelor's),English;Українська;Deutsch,6,1,2020-01-30 17:24:52,work,2013,2019,0
31113,1,,1,1.0,851.0,2016.0,Full-time,4.0,Alumnus (Bachelor's),Українська;English,1,2,2020-11-19 02:56:56,university,False,False,1
78807,1,,1,1.0,241.0,2007.0,Full-time,1.0,Alumnus (Specialist),Українська;Français;English,6,6,2020-04-30 21:24:43,university,False,False,1
28276,1,1.2,0,1.0,415.0,2008.0,Full-time,0.0,Alumnus (Specialist),Українська,0,0,2020-05-01 19:52:07,university,False,False,1
70877,2,16.1,0,1.0,69.0,2009.0,Full-time,0.0,Alumnus (Specialist),False,False,False,2020-08-28 16:24:56,university,False,False,0
11148,2,18.3.1988,0,1.0,583.0,2012.0,Full-time,0.0,Student (Bachelor's),Українська;Polski;Українська;English,6,2,2020-08-19 05:33:38,university,2007,2007,0
73383,2,,0,1.0,202243.0,0.0,Distance Learning,0.0,Student (Specialist),False,0,0,2020-07-08 19:53:21,university,False,False,0
87853,2,11.2,1,1.0,44.0,1983.0,,4.0,Alumnus (Specialist),Українська,False,False,2020-03-17 14:53:41,university,False,False,1
63390,2,25.7.1983,1,1.0,115.0,2017.0,Distance Learning,0.0,Student (Bachelor's),Українська,False,False,2020-02-06 18:52:36,university,False,False,0
18021,2,11.4.1989,1,1.0,233.0,2011.0,Full-time,6.0,Alumnus (Specialist),Українська,1,1,2020-12-10 03:50:05,university,False,False,0
29372,1,2.8,0,1.0,86.0,0.0,,0.0,Alumnus (Bachelor's),Українська,0,6,2020-11-01 03:08:50,work,False,False,1
32356,2,29.3.1990,1,1.0,127.0,0.0,,0.0,Undergraduate applicant,Українська,0,0,2020-02-07 14:27:27,,False,False,0
44937,1,22.6.1988,0,1.0,469.0,2010.0,Full-time,3.0,Alumnus (Specialist),Українська,False,False,2020-05-29 03:45:40,university,False,False,1
17639,1,8.12,1,1.0,466.0,2007.0,Full-time,0.0,Alumnus (Specialist),False,0,0,2020-01-04 08:15:33,university,False,False,1
78886,2,13.2.1988,1,1.0,1552.0,2011.0,Full-time,4.0,Student (Bachelor's),Українська;English,6,5,2020-07-31 21:46:58,work,2000,False,1
63721,1,17.4.1985,1,1.0,564.0,2010.0,Distance Learning,0.0,Alumnus (Master's),Українська,0,0,2020-05-21 15:36:27,university,False,False,1
9513,2,6.9,0,1.0,10.0,2007.0,Full-time,0.0,Alumnus (Master's),False,False,False,2020-10-24 06:43:38,university,False,False,0
80254,2,22.8,0,0.0,11.0,2012.0,Distance Learning,0.0,Alumnus (Specialist),Українська;Português;Español;English,5,0,2020-11-18 09:17:25,university,False,False,0
11857,2,10.8.1991,0,1.0,83.0,2013.0,Full-time,4.0,Student (Bachelor's),False,0,0,2020-11-04 11:31:59,university,False,False,0
73704,2,27.3.1990,0,1.0,497.0,2008.0,Full-time,0.0,Alumnus (Specialist),Українська,1,2,2020-01-07 10:53:40,,False,False,0
47208,2,7.1.1991,1,1.0,38.0,2014.0,Full-time,0.0,Alumnus (Specialist),Українська,1,2,2020-05-18 14:41:50,university,2014,False,0
58702,1,22.11,0,1.0,241.0,0.0,Full-time,1.0,Student (Bachelor's),Українська,0,0,2020-01-11 00:35:37,university,False,False,1
90916,2,20.11.1991,0,1.0,97.0,2015.0,Full-time,1.0,Student (Specialist),Українська,False,2,2020-08-08 02:13:16,university,False,False,0
77535,1,10.11,0,1.0,398.0,2004.0,Full-time,4.0,Alumnus (Specialist),Українська,False,False,2020-02-17 07:25:52,work,False,False,1
54466,1,14.6.1989,1,1.0,824.0,2012.0,Distance Learning,0.0,Alumnus (Specialist),Українська,1,2,2020-08-02 20:52:30,work,2011,False,1
50838,1,,1,1.0,90.0,2008.0,Full-time,0.0,Alumnus (Specialist),False,0,0,2020-08-11 05:54:27,university,False,False,1
95206,1,25.7,1,1.0,262.0,2015.0,Full-time,1.0,Student (Master's),Українська,0,0,2020-02-01 23:49:40,university,False,False,1
67052,2,29.1.1992,0,1.0,76.0,2015.0,Full-time,4.0,Student (Specialist),Українська,0,0,2020-10-22 05:52:49,university,False,False,0
78948,2,,0,1.0,26.0,1997.0,Full-time,0.0,Alumnus (Specialist),Українська,False,False,2020-04-09 16:49:54,university,False,False,0
62740,2,12.10.1987,0,1.0,255.0,2009.0,Full-time,0.0,Alumnus (Specialist),Українська,0,2,2020-07-27 08:01:21,work,2015,False,1
19622,1,6.10.1982,0,1.0,476.0,2005.0,Full-time,0.0,Alumnus (Specialist),Українська,False,False,2020-05-10 23:05:02,university,False,False,1
64083,2,11.3.1990,1,1.0,125.0,2010.0,Full-time,1.0,Alumnus (Bachelor's),Українська,1,3,2020-09-02 06:16:07,university,False,False,0
42743,1,12.4.1992,1,1.0,666.0,2013.0,Full-time,0.0,Student (Bachelor's),Українська;English;Српски,0,6,2020-03-01 02:02:39,work,2016,False,1
29732,2,16.4.1985,1,1.0,133.0,2011.0,Distance Learning,6.0,Alumnus (Specialist),Українська,0,0,2020-12-10 06:24:59,work,2006,False,0
64958,1,7.1,1,1.0,297.0,2004.0,Full-time,4.0,Alumnus (Specialist),Українська,False,False,2020-08-19 15:15:29,university,False,False,1
64904,1,20.6,0,1.0,199.0,2009.0,Part-time,0.0,Alumnus (Specialist),Українська;English,0,0,2020-10-16 16:56:38,university,False,False,1
81526,1,4.5,1,1.0,242.0,2012.0,Distance Learning,0.0,Student (Specialist),False,False,False,2020-06-26 13:03:28,university,False,False,1
46823,2,30.10.1986,1,1.0,88.0,2011.0,Distance Learning,7.0,Alumnus (Bachelor's),Українська,6,1,2020-04-21 14:16:25,university,False,False,1
74387,1,31.1.1999,0,1.0,605.0,2021.0,Distance Learning,1.0,Student (Bachelor's),Українська;English;日本語,6,2,2020-09-19 08:43:31,university,False,False,1
84169,1,,0,1.0,205.0,2015.0,,0.0,Student (Bachelor's),False,False,False,2020-03-17 13:44:53,university,False,False,1
50376,2,6.8.1987,0,1.0,495.0,2013.0,Part-time,1.0,Alumnus (Bachelor's),Українська,6,0,2020-05-16 15:19:55,work,2006,False,0
4379,2,27.12.1970,1,1.0,11.0,1993.0,Full-time,0.0,Alumnus (Specialist),Українська,False,False,2020-02-10 14:25:49,university,False,False,0
33419,2,22.8,1,1.0,95.0,2011.0,Distance Learning,0.0,Alumnus (Specialist),Українська;Русский,False,False,2020-03-04 03:19:14,university,2007,False,0
85861,1,8.6.1990,1,1.0,333.0,2012.0,Full-time,4.0,Alumnus (Specialist),Українська,0,0,2020-07-06 14:48:39,work,2010,False,1
65050,2,25.1.1989,0,1.0,164.0,0.0,Full-time,4.0,Alumnus (Specialist),Українська,False,False,2020-12-05 11:25:32,work,2013,2008,0
83182,2,,0,1.0,96.0,0.0,Full-time,6.0,Alumnus (Specialist),Українська,False,False,2020-11-12 15:11:02,university,False,False,0
6632,2,,1,1.0,1862.0,2005.0,Distance Learning,0.0,PhD,Українська,0,0,2020-01-09 01:19:08,university,False,False,0
80909,1,25.3,1,1.0,1017.0,0.0,Full-time,0.0,Student (Bachelor's),Українська,6,1,2020-11-08 10:45:19,university,False,False,1
15094,1,6.6,0,1.0,3560.0,2008.0,Full-time,7.0,Alumnus (Specialist),Українська,0,6,2020-09-05 17:11:12,work,False,False,1
76701,2,9.1,0,1.0,40.0,2006.0,Full-time,4.0,Alumnus (Specialist),Українська,0,2,2020-11-08 21:42:12,work,2006,False,0
68303,2,3.8,1,1.0,273.0,2009.0,Full-time,4.0,Alumnus (Specialist),Українська,0,0,2020-08-08 13:25:00,work,False,False,1
57633,1,6.8.1987,0,1.0,115.0,2014.0,Full-time,0.0,Student (Specialist),False,0,0,2020-11-05 15:33:40,university,False,False,0
79746,1,2.8,1,1.0,735.0,0.0,Full-time,0.0,Student (Specialist),Українська;English;Français,False,False,2020-05-28 06:11:45,work,False,False,1
51537,1,11.6,1,1.0,575.0,2009.0,Distance Learning,0.0,Alumnus (Specialist),Українська,0,0,2020-09-20 19:36:39,work,2020,False,1
16849,2,18.2.1994,1,1.0,125.0,2015.0,Full-time,4.0,Alumnus (Bachelor's),Українська,1,2,2020-02-28 03:21:21,university,False,False,0
87880,2,,0,1.0,196.0,2008.0,Distance Learning,0.0,Alumnus (Bachelor's),Українська,False,False,2020-08-28 05:18:53,work,False,False,0
31290,1,8.11,0,1.0,74.0,1995.0,Distance Learning,0.0,Alumnus (Specialist),Українська,0,0,2020-03-08 10:54:45,university,False,False,1
90360,2,21.6.1988,1,1.0,101.0,2013.0,Full-time,4.0,Student (Specialist),Українська,False,False,2020-07-31 20:21:51,,False,False,1
59996,1,21.3,1,1.0,603.0,2020.0,Full-time,0.0,Student (Specialist),Українська;English;Français,1,2,2020-07-17 18:27:11,university,False,False,1
75622,2,24.5,1,1.0,53.0,0.0,Distance Learning,4.0,Student (Bachelor's),Українська,0,2,2020-01-29 22:43:31,work,2011,False,0
23037,2,24.11.1988,0,1.0,5014.0,2011.0,Full-time,7.0,Alumnus (Bachelor's),Українська;English,1,1,2020-12-10 13:37:21,work,2011,2021,1
60744,1,24.5,0,1.0,243.0,2012.0,Distance Learning,4.0,PhD,Українська,6,2,2020-04-18 10:11:08,work,2018,False,1
40340,1,10.11.1990,1,1.0,862.0,2012.0,Full-time,7.0,Alumnus (Specialist),Українська;English;Español,1,2,2020-09-17 09:07:17,university,2013,2017,1
75908,2,13.3,1,1.0,298.0,2012.0,Full-time,0.0,Alumnus (Specialist),Українська,False,False,2020-06-24 02:34:42,university,False,False,0
52126,2,30.10,1,1.0,716.0,2012.0,Full-time,1.0,Alumnus (Bachelor's),Українська;English;Deutsch,6,2,2020-12-07 12:03:37,university,False,False,1
53434,2,,0,1.0,143.0,2012.0,Full-time,1.0,Student (Specialist),Українська,0,0,2020-09-07 19:20:50,university,False,False,1
85623,2,23.8.1995,0,1.0,138.0,2017.0,Full-time,4.0,Student (Bachelor's),Українська,0,2,2020-07-02 09:57:10,university,False,False,0
57454,2,24.3.1995,0,1.0,72.0,2021.0,,1.0,Alumnus (Specialist),Українська;English,0,0,2020-08-26 06:40:23,university,False,False,0
68,2,31.12.1987,0,1.0,879.0,2012.0,Full-time,7.0,Alumnus (Specialist),Українська;English,1,2,2020-10-03 06:38:50,work,False,False,0
18429,1,3.2.1982,0,1.0,59.0,2004.0,Full-time,1.0,Alumnus (Master's),False,False,False,2020-09-28 22:16:32,university,False,False,1
1674,1,17.1,1,1.0,97.0,2006.0,Full-time,4.0,Alumnus (Specialist),False,False,False,2020-01-25 01:25:46,university,False,False,1
87244,2,1.10,0,1.0,971.0,0.0,Full-time,7.0,Student (Specialist),Українська;English,5,0,2020-06-18 23:27:15,work,False,False,1
94836,1,30.7,0,1.0,173.0,2003.0,Full-time,0.0,Alumnus (Specialist),False,False,False,2020-02-24 05:10:55,university,False,False,1
99856,1,12.7.1990,1,1.0,276.0,2013.0,Full-time,4.0,Alumnus (Specialist),False,0,0,2020-07-30 05:25:20,university,False,False,1
45828,2,27.7,0,1.0,474.0,0.0,Full-time,0.0,Student (Specialist),Українська,False,False,2020-06-18 23:25:53,university,False,False,0
52695,1,2.7.1988,0,1.0,60.0,0.0,Full-time,4.0,Student (Bachelor's),False,False,False,2020-02-28 15:59:12,university,False,False,1
46139,1,11.12.1984,1,1.0,263.0,2007.0,Full-time,4.0,Alumnus (Specialist),False,1,6,2020-02-28 09:54:55,work,False,False,1
76551,2,17.3.1992,1,1.0,1251.0,2015.0,Full-time,4.0,Student (Specialist),Українська,6,5,2020-01-24 15:08:29,work,False,False,1
55644,2,14.2.1987,1,1.0,63.0,2009.0,Full-time,0.0,Alumnus (Specialist),Українська,False,False,2020-09-20 09:16:36,university,False,False,1
10744,1,23.8,0,1.0,802.0,2017.0,,0.0,Alumnus (Bachelor's),False,0,0,2020-09-23 00:20:06,university,False,False,1
56493,2,25.11.1982,0,1.0,18.0,2005.0,Full-time,4.0,Alumnus (Master's),False,False,False,2020-05-03 14:33:59,university,False,False,0
29418,2,,0,1.0,84.0,2016.0,Full-time,4.0,Student (Specialist),Українська,False,False,2020-11-05 16:11:40,university,False,False,1
54260,2,30.5.2000,0,1.0,139.0,0.0,Full-time,1.0,Student (Bachelor's),Українська,6,1,2020-07-21 23:39:34,university,False,False,0
27789,2,31.5.1998,1,1.0,613.0,0.0,Full-time,0.0,Student (Bachelor's),Українська;English;Español,2,2,2020-08-18 11:13:31,university,False,False,0
68417,2,4.8,1,1.0,72.0,2009.0,,0.0,Alumnus (Specialist),Українська,0,0,2020-10-07 00:21:25,university,False,False,0
18594,2,19.2.1994,0,1.0,42.0,2014.0,,0.0,Alumnus (Specialist),Українська,1,False,2020-07-04 18:35:07,work,2014,False,0
44718,1,,1,1.0,681.0,2015.0,,0.0,Alumnus (Specialist),Українська;English,0,0,2020-01-22 21:38:32,work,2012,False,1
31272,2,7.4.1989,1,1.0,82.0,2011.0,Full-time,0.0,Student (Specialist),Українська,5,2,2020-01-17 15:29:50,work,2010,False,0
30602,2,6.4.1990,1,1.0,50.0,2013.0,Distance Learning,0.0,Student (Specialist),False,False,False,2020-05-07 14:23:26,work,2010,False,0
69884,1,13.3.1988,0,1.0,293.0,2010.0,Full-time,0.0,Alumnus (Specialist),False,False,False,2020-01-13 09:01:47,university,False,False,1
77917,1,24.10.1992,1,1.0,73.0,2015.0,Full-time,4.0,Student (Specialist),Українська,0,0,2020-04-19 00:06:36,university,False,False,1
30931,2,6.3,0,1.0,107.0,2009.0,Full-time,0.0,Student (Specialist),Українська,False,False,2020-05-17 22:00:57,work,2009,False,0
34531,1,7.8,1,1.0,179.0,2016.0,Full-time,0.0,Alumnus (Bachelor's),Українська;Español;Deutsch,0,0,2020-08-27 13:28:34,university,False,False,1
1040,1,9.8.1990,1,1.0,68.0,2012.0,Full-time,4.0,Student (Bachelor's),False,False,False,2020-04-28 14:41:45,university,False,False,1
59687,1,1.6,0,1.0,52.0,2000.0,Full-time,4.0,Alumnus (Specialist),False,False,False,2020-06-17 17:24:27,work,2001,False,1
56219,1,,0,1.0,40.0,2006.0,Distance Learning,0.0,Alumnus (Specialist),Українська,False,False,2020-06-30 09:50:57,university,False,False,1
50133,2,2.12,1,1.0,193.0,2007.0,Distance Learning,1.0,Alumnus (Specialist),Українська;Русский,0,2,2020-06-25 07:55:14,university,False,False,0
18295,2,20.10.1985,0,1.0,54.0,2007.0,Full-time,4.0,Alumnus (Specialist),Українська,False,False,2020-06-28 00:31:48,university,2005,2007,0
98163,1,16.9.1972,0,1.0,87.0,1994.0,Full-time,0.0,Alumnus (Specialist),False,False,False,2020-10-25 13:01:13,university,False,False,1
53586,2,16.3.1985,0,1.0,95.0,2008.0,Full-time,0.0,Alumnus (Specialist),Українська,False,False,2020-03-10 20:45:45,university,False,False,0
41994,2,15.4.1989,0,1.0,304.0,2016.0,Part-time,6.0,Student (Bachelor's),Українська,5,5,2020-01-19 23:28:48,work,2012,False,0
42631,2,12.8,0,1.0,296.0,0.0,Distance Learning,1.0,Student (Specialist),Українська,1,1,2020-09-01 04:16:32,university,False,False,0
8917,2,1.5,0,1.0,1666.0,2014.0,Full-time,0.0,Student (Specialist),Українська;English;Deutsch,1,2,2020-06-29 22:01:15,work,2009,False,0
48956,1,3.6.1997,1,0.0,93.0,2020.0,Full-time,4.0,Student (Bachelor's),False,0,0,2020-12-24 21:14:18,university,2014,2014,1
93710,1,10.3.1989,1,1.0,1064.0,2011.0,Full-time,0.0,Alumnus (Specialist),Українська,0,0,2020-03-06 12:26:14,work,2011,False,1
63267,2,11.3,0,1.0,702.0,2020.0,Full-time,0.0,Student (Bachelor's),Українська;English;Հայերեն,1,2,2020-12-02 01:47:36,university,1999,2018,1
78236,1,16.1,1,1.0,283.0,0.0,Full-time,0.0,Student (Bachelor's),Українська,0,2,2020-10-24 16:58:18,university,False,False,1
93919,2,21.8.1987,0,1.0,462.0,2009.0,Full-time,4.0,Alumnus (Specialist),Українська;Lingua Latina;Deutsch,1,5,2020-02-28 19:37:37,work,2010,False,1
86876,1,31.8.1987,1,1.0,445.0,2007.0,Distance Learning,1.0,Alumnus (Specialist),Українська,0,0,2020-10-01 19:21:39,university,False,False,1
50244,2,,0,1.0,77.0,2007.0,Distance Learning,0.0,Alumnus (Specialist),False,0,0,2020-01-12 15:32:24,university,False,False,0
52405,2,3.5,0,1.0,493.0,2008.0,Full-time,0.0,Alumnus (Specialist),Українська,0,0,2020-02-07 11:47:49,work,2021,False,1
26924,1,28.4.1990,0,1.0,345.0,2014.0,Distance Learning,1.0,Alumnus (Specialist),Українська,1,0,2020-04-10 14:40:02,university,False,False,1
65187,1,1.11.1989,0,1.0,337.0,2010.0,Full-time,4.0,Alumnus (Bachelor's),Українська,False,False,2020-09-04 16:21:22,university,False,False,1
34670,1,,0,1.0,277.0,2016.0,Full-time,0.0,Student (Bachelor's),Українська;Русский;Polski;English;Italiano,1,0,2020-07-27 15:15:49,university,False,False,1
17975,2,,0,1.0,28.0,2007.0,Full-time,0.0,Alumnus (Specialist),False,False,False,2020-04-25 20:13:57,university,False,False,1
12897,2,31.1,0,1.0,99.0,1990.0,Distance Learning,4.0,Alumnus (Specialist),Українська,False,False,2020-08-01 11:27:43,work,2010,False,1
9408,1,13.6.1983,0,1.0,283.0,2007.0,Full-time,4.0,Alumnus (Specialist),Українська,False,False,2020-01-26 11:47:23,work,False,False,1
51528,2,13.9.1994,0,1.0,354.0,2014.0,Full-time,4.0,PhD,False,0,0,2020-12-16 13:48:12,,False,False,0
